window_id,percentile,rank,policy_id,policy_name,semantic_score,theta
41,top10%,1,637c6766,reind_637c,0.9975,-4.9936
41,top10%,2,a5faab0b,reind_a5fa,0.9972,-5.0
41,top10%,3,c6739e51,reind_c673,0.9736,-5.0
41,top10%,4,f11f0bb5,reind_f11f,0.9623,-5.0
41,top10%,5,6215172a,reind_6215,0.8932,-5.0
41,top10%,6,a0fcabaf,reind_a0fc,0.8787,-5.0
41,top10%,7,8231da93,reind_8231,0.8702,-4.9926
41,top10%,8,366289ca,reind_3662,0.8651,-4.9929
41,top20%,1,637c6766,reind_637c,0.9975,-4.9936
41,top20%,2,a5faab0b,reind_a5fa,0.9972,-5.0
41,top20%,3,c6739e51,reind_c673,0.9736,-5.0
41,top20%,4,f11f0bb5,reind_f11f,0.9623,-5.0
41,top20%,5,6215172a,reind_6215,0.8932,-5.0
41,top20%,6,a0fcabaf,reind_a0fc,0.8787,-5.0
41,top20%,7,8231da93,reind_8231,0.8702,-4.9926
41,top20%,8,366289ca,reind_3662,0.8651,-4.9929
41,top20%,9,9cd9b29f,reind_9cd9,0.8522,-4.9923
41,top20%,10,c190390d,reind_c190,0.85,-5.0
41,top50%,1,637c6766,reind_637c,0.9975,-4.9936
41,top50%,2,a5faab0b,reind_a5fa,0.9972,-5.0
41,top50%,3,c6739e51,reind_c673,0.9736,-5.0
41,top50%,4,f11f0bb5,reind_f11f,0.9623,-5.0
41,top50%,5,6215172a,reind_6215,0.8932,-5.0
41,top50%,6,a0fcabaf,reind_a0fc,0.8787,-5.0
41,top50%,7,8231da93,reind_8231,0.8702,-4.9926
41,top50%,8,366289ca,reind_3662,0.8651,-4.9929
41,top50%,9,9cd9b29f,reind_9cd9,0.8522,-4.9923
41,top50%,10,c190390d,reind_c190,0.85,-5.0
41,top60%,1,637c6766,reind_637c,0.9975,-4.9936
41,top60%,2,a5faab0b,reind_a5fa,0.9972,-5.0
41,top60%,3,c6739e51,reind_c673,0.9736,-5.0
41,top60%,4,f11f0bb5,reind_f11f,0.9623,-5.0
41,top60%,5,6215172a,reind_6215,0.8932,-5.0
41,top60%,6,a0fcabaf,reind_a0fc,0.8787,-5.0
41,top60%,7,8231da93,reind_8231,0.8702,-4.9926
41,top60%,8,366289ca,reind_3662,0.8651,-4.9929
41,top60%,9,9cd9b29f,reind_9cd9,0.8522,-4.9923
41,top60%,10,c190390d,reind_c190,0.85,-5.0
42,top10%,1,1999ea44,reind_1999,0.9986,-5.0
42,top10%,2,a5faab0b,reind_a5fa,0.9878,-5.0
42,top10%,3,637c6766,reind_637c,0.9869,-4.9936
42,top10%,4,c6739e51,reind_c673,0.9521,-5.0
42,top10%,5,f11f0bb5,reind_f11f,0.9343,-5.0
42,top10%,6,6215172a,reind_6215,0.929,-5.0
42,top10%,7,366289ca,reind_3662,0.905,-4.9929
42,top10%,8,9cd9b29f,reind_9cd9,0.8937,-4.9923
42,top20%,1,1999ea44,reind_1999,0.9986,-5.0
42,top20%,2,a5faab0b,reind_a5fa,0.9878,-5.0
42,top20%,3,637c6766,reind_637c,0.9869,-4.9936
42,top20%,4,c6739e51,reind_c673,0.9521,-5.0
42,top20%,5,f11f0bb5,reind_f11f,0.9343,-5.0
42,top20%,6,6215172a,reind_6215,0.929,-5.0
42,top20%,7,366289ca,reind_3662,0.905,-4.9929
42,top20%,8,9cd9b29f,reind_9cd9,0.8937,-4.9923
42,top20%,9,6d57537a,reind_6d57,0.8498,-5.0
42,top20%,10,5c8683b2,reind_5c86,0.8486,-5.0
42,top50%,1,1999ea44,reind_1999,0.9986,-5.0
42,top50%,2,a5faab0b,reind_a5fa,0.9878,-5.0
42,top50%,3,637c6766,reind_637c,0.9869,-4.9936
42,top50%,4,c6739e51,reind_c673,0.9521,-5.0
42,top50%,5,f11f0bb5,reind_f11f,0.9343,-5.0
42,top50%,6,6215172a,reind_6215,0.929,-5.0
42,top50%,7,366289ca,reind_3662,0.905,-4.9929
42,top50%,8,9cd9b29f,reind_9cd9,0.8937,-4.9923
42,top50%,9,6d57537a,reind_6d57,0.8498,-5.0
42,top50%,10,5c8683b2,reind_5c86,0.8486,-5.0
42,top60%,1,1999ea44,reind_1999,0.9986,-5.0
42,top60%,2,a5faab0b,reind_a5fa,0.9878,-5.0
42,top60%,3,637c6766,reind_637c,0.9869,-4.9936
42,top60%,4,c6739e51,reind_c673,0.9521,-5.0
42,top60%,5,f11f0bb5,reind_f11f,0.9343,-5.0
42,top60%,6,6215172a,reind_6215,0.929,-5.0
42,top60%,7,366289ca,reind_3662,0.905,-4.9929
42,top60%,8,9cd9b29f,reind_9cd9,0.8937,-4.9923
42,top60%,9,6d57537a,reind_6d57,0.8498,-5.0
42,top60%,10,5c8683b2,reind_5c86,0.8486,-5.0
44,top10%,1,6215172a,reind_6215,0.9999,-5.0
44,top10%,2,366289ca,reind_3662,0.9987,-4.9929
44,top10%,3,9cd9b29f,reind_9cd9,0.9969,-4.9923
44,top10%,4,1999ea44,reind_1999,0.9758,-5.0
44,top10%,5,a5faab0b,reind_a5fa,0.9483,-5.0
44,top10%,6,9b6a2466,policy_0_9b6a,0.9386,-4.9931
44,top10%,7,5c8683b2,reind_5c86,0.9039,-5.0
44,top10%,8,d85e5094,reind_d85e,0.8998,-5.0
44,top20%,1,6215172a,reind_6215,0.9999,-5.0
44,top20%,2,366289ca,reind_3662,0.9987,-4.9929
44,top20%,3,9cd9b29f,reind_9cd9,0.9969,-4.9923
44,top20%,4,1999ea44,reind_1999,0.9758,-5.0
44,top20%,5,a5faab0b,reind_a5fa,0.9483,-5.0
44,top20%,6,9b6a2466,policy_0_9b6a,0.9386,-4.9931
44,top20%,7,5c8683b2,reind_5c86,0.9039,-5.0
44,top20%,8,d85e5094,reind_d85e,0.8998,-5.0
44,top20%,9,c6739e51,reind_c673,0.8901,-5.0
44,top20%,10,637c6766,reind_637c,0.8556,-4.9936
44,top50%,1,6215172a,reind_6215,0.9999,-5.0
44,top50%,2,366289ca,reind_3662,0.9987,-4.9929
44,top50%,3,9cd9b29f,reind_9cd9,0.9969,-4.9923
44,top50%,4,1999ea44,reind_1999,0.9758,-5.0
44,top50%,5,a5faab0b,reind_a5fa,0.9483,-5.0
44,top50%,6,9b6a2466,policy_0_9b6a,0.9386,-4.9931
44,top50%,7,5c8683b2,reind_5c86,0.9039,-5.0
44,top50%,8,d85e5094,reind_d85e,0.8998,-5.0
44,top50%,9,c6739e51,reind_c673,0.8901,-5.0
44,top50%,10,637c6766,reind_637c,0.8556,-4.9936
44,top60%,1,6215172a,reind_6215,0.9999,-5.0
44,top60%,2,366289ca,reind_3662,0.9987,-4.9929
44,top60%,3,9cd9b29f,reind_9cd9,0.9969,-4.9923
44,top60%,4,1999ea44,reind_1999,0.9758,-5.0
44,top60%,5,a5faab0b,reind_a5fa,0.9483,-5.0
44,top60%,6,9b6a2466,policy_0_9b6a,0.9386,-4.9931
44,top60%,7,5c8683b2,reind_5c86,0.9039,-5.0
44,top60%,8,d85e5094,reind_d85e,0.8998,-5.0
44,top60%,9,c6739e51,reind_c673,0.8901,-5.0
44,top60%,10,637c6766,reind_637c,0.8556,-4.9936
43,top10%,1,1999ea44,reind_1999,0.9854,-5.0
43,top10%,2,637c6766,reind_637c,0.9839,-4.9936
43,top10%,3,a5faab0b,reind_a5fa,0.9626,-5.0
43,top10%,4,6215172a,reind_6215,0.9353,-5.0
43,top10%,5,f11f0bb5,reind_f11f,0.9281,-5.0
43,top10%,6,366289ca,reind_3662,0.9121,-4.9929
43,top10%,7,c6739e51,reind_c673,0.9106,-5.0
43,top10%,8,9cd9b29f,reind_9cd9,0.9011,-4.9923
43,top20%,1,1999ea44,reind_1999,0.9854,-5.0
43,top20%,2,637c6766,reind_637c,0.9839,-4.9936
43,top20%,3,a5faab0b,reind_a5fa,0.9626,-5.0
43,top20%,4,6215172a,reind_6215,0.9353,-5.0
43,top20%,5,f11f0bb5,reind_f11f,0.9281,-5.0
43,top20%,6,366289ca,reind_3662,0.9121,-4.9929
43,top20%,7,c6739e51,reind_c673,0.9106,-5.0
43,top20%,8,9cd9b29f,reind_9cd9,0.9011,-4.9923
43,top20%,9,d85e5094,reind_d85e,0.8784,-5.0
43,top20%,10,77b961ff,reind_77b9,0.8497,-4.9889
43,top50%,1,1999ea44,reind_1999,0.9854,-5.0
43,top50%,2,637c6766,reind_637c,0.9839,-4.9936
43,top50%,3,a5faab0b,reind_a5fa,0.9626,-5.0
43,top50%,4,6215172a,reind_6215,0.9353,-5.0
43,top50%,5,f11f0bb5,reind_f11f,0.9281,-5.0
43,top50%,6,366289ca,reind_3662,0.9121,-4.9929
43,top50%,7,c6739e51,reind_c673,0.9106,-5.0
43,top50%,8,9cd9b29f,reind_9cd9,0.9011,-4.9923
43,top50%,9,d85e5094,reind_d85e,0.8784,-5.0
43,top50%,10,77b961ff,reind_77b9,0.8497,-4.9889
43,top60%,1,1999ea44,reind_1999,0.9854,-5.0
43,top60%,2,637c6766,reind_637c,0.9839,-4.9936
43,top60%,3,a5faab0b,reind_a5fa,0.9626,-5.0
43,top60%,4,6215172a,reind_6215,0.9353,-5.0
43,top60%,5,f11f0bb5,reind_f11f,0.9281,-5.0
43,top60%,6,366289ca,reind_3662,0.9121,-4.9929
43,top60%,7,c6739e51,reind_c673,0.9106,-5.0
43,top60%,8,9cd9b29f,reind_9cd9,0.9011,-4.9923
43,top60%,9,d85e5094,reind_d85e,0.8784,-5.0
43,top60%,10,77b961ff,reind_77b9,0.8497,-4.9889
47,top10%,1,366289ca,reind_3662,0.9996,-4.9929
47,top10%,2,9b6a2466,policy_0_9b6a,0.9969,-4.9931
47,top10%,3,a0fcabaf,reind_a0fc,0.9488,-5.0
47,top10%,4,8231da93,reind_8231,0.9428,-4.9926
47,top10%,5,5c8683b2,reind_5c86,0.8938,-5.0
47,top10%,6,3462cfab,reind_3462,0.8727,-5.0
47,top10%,7,6215172a,reind_6215,0.8493,-5.0
47,top10%,8,c6739e51,reind_c673,0.8489,-5.0
47,top20%,1,366289ca,reind_3662,0.9996,-4.9929
47,top20%,2,9b6a2466,policy_0_9b6a,0.9969,-4.9931
47,top20%,3,a0fcabaf,reind_a0fc,0.9488,-5.0
47,top20%,4,8231da93,reind_8231,0.9428,-4.9926
47,top20%,5,5c8683b2,reind_5c86,0.8938,-5.0
47,top20%,6,3462cfab,reind_3462,0.8727,-5.0
47,top20%,7,6215172a,reind_6215,0.8493,-5.0
47,top20%,8,c6739e51,reind_c673,0.8489,-5.0
47,top20%,9,9cd9b29f,reind_9cd9,0.8485,-4.9923
47,top20%,10,abaa97aa,reind_abaa,0.8444,-5.0
47,top50%,1,366289ca,reind_3662,0.9996,-4.9929
47,top50%,2,9b6a2466,policy_0_9b6a,0.9969,-4.9931
47,top50%,3,a0fcabaf,reind_a0fc,0.9488,-5.0
47,top50%,4,8231da93,reind_8231,0.9428,-4.9926
47,top50%,5,5c8683b2,reind_5c86,0.8938,-5.0
47,top50%,6,3462cfab,reind_3462,0.8727,-5.0
47,top50%,7,6215172a,reind_6215,0.8493,-5.0
47,top50%,8,c6739e51,reind_c673,0.8489,-5.0
47,top50%,9,9cd9b29f,reind_9cd9,0.8485,-4.9923
47,top50%,10,abaa97aa,reind_abaa,0.8444,-5.0
47,top60%,1,366289ca,reind_3662,0.9996,-4.9929
47,top60%,2,9b6a2466,policy_0_9b6a,0.9969,-4.9931
47,top60%,3,a0fcabaf,reind_a0fc,0.9488,-5.0
47,top60%,4,8231da93,reind_8231,0.9428,-4.9926
47,top60%,5,5c8683b2,reind_5c86,0.8938,-5.0
47,top60%,6,3462cfab,reind_3462,0.8727,-5.0
47,top60%,7,6215172a,reind_6215,0.8493,-5.0
47,top60%,8,c6739e51,reind_c673,0.8489,-5.0
47,top60%,9,9cd9b29f,reind_9cd9,0.8485,-4.9923
47,top60%,10,abaa97aa,reind_abaa,0.8444,-5.0
45,top10%,1,1999ea44,reind_1999,0.9983,-5.0
45,top10%,2,6215172a,reind_6215,0.9982,-5.0
45,top10%,3,366289ca,reind_3662,0.9925,-4.9929
45,top10%,4,9cd9b29f,reind_9cd9,0.9889,-4.9923
45,top10%,5,a5faab0b,reind_a5fa,0.9869,-5.0
45,top10%,6,9b6a2466,policy_0_9b6a,0.9817,-4.9931
45,top10%,7,c6739e51,reind_c673,0.9505,-5.0
45,top10%,8,5c8683b2,reind_5c86,0.9311,-5.0
45,top20%,1,1999ea44,reind_1999,0.9983,-5.0
45,top20%,2,6215172a,reind_6215,0.9982,-5.0
45,top20%,3,366289ca,reind_3662,0.9925,-4.9929
45,top20%,4,9cd9b29f,reind_9cd9,0.9889,-4.9923
45,top20%,5,a5faab0b,reind_a5fa,0.9869,-5.0
45,top20%,6,9b6a2466,policy_0_9b6a,0.9817,-4.9931
45,top20%,7,c6739e51,reind_c673,0.9505,-5.0
45,top20%,8,5c8683b2,reind_5c86,0.9311,-5.0
45,top20%,9,637c6766,reind_637c,0.8883,-4.9936
45,top20%,10,6d57537a,reind_6d57,0.8499,-5.0
45,top50%,1,1999ea44,reind_1999,0.9983,-5.0
45,top50%,2,6215172a,reind_6215,0.9982,-5.0
45,top50%,3,366289ca,reind_3662,0.9925,-4.9929
45,top50%,4,9cd9b29f,reind_9cd9,0.9889,-4.9923
45,top50%,5,a5faab0b,reind_a5fa,0.9869,-5.0
45,top50%,6,9b6a2466,policy_0_9b6a,0.9817,-4.9931
45,top50%,7,c6739e51,reind_c673,0.9505,-5.0
45,top50%,8,5c8683b2,reind_5c86,0.9311,-5.0
45,top50%,9,637c6766,reind_637c,0.8883,-4.9936
45,top50%,10,6d57537a,reind_6d57,0.8499,-5.0
45,top60%,1,1999ea44,reind_1999,0.9983,-5.0
45,top60%,2,6215172a,reind_6215,0.9982,-5.0
45,top60%,3,366289ca,reind_3662,0.9925,-4.9929
45,top60%,4,9cd9b29f,reind_9cd9,0.9889,-4.9923
45,top60%,5,a5faab0b,reind_a5fa,0.9869,-5.0
45,top60%,6,9b6a2466,policy_0_9b6a,0.9817,-4.9931
45,top60%,7,c6739e51,reind_c673,0.9505,-5.0
45,top60%,8,5c8683b2,reind_5c86,0.9311,-5.0
45,top60%,9,637c6766,reind_637c,0.8883,-4.9936
45,top60%,10,6d57537a,reind_6d57,0.8499,-5.0
46,top10%,1,a5faab0b,reind_a5fa,1.0,-5.0
46,top10%,2,9b6a2466,policy_0_9b6a,0.9996,-4.9931
46,top10%,3,366289ca,reind_3662,0.9994,-4.9929
46,top10%,4,c6739e51,reind_c673,0.9883,-5.0
46,top10%,5,a0fcabaf,reind_a0fc,0.9115,-5.0
46,top10%,6,8231da93,reind_8231,0.904,-4.9926
46,top10%,7,9ab1ea3b,reind_9ab1,0.8987,-5.0
46,top10%,8,5c8683b2,reind_5c86,0.8974,-5.0
46,top20%,1,a5faab0b,reind_a5fa,1.0,-5.0
46,top20%,2,9b6a2466,policy_0_9b6a,0.9996,-4.9931
46,top20%,3,366289ca,reind_3662,0.9994,-4.9929
46,top20%,4,c6739e51,reind_c673,0.9883,-5.0
46,top20%,5,a0fcabaf,reind_a0fc,0.9115,-5.0
46,top20%,6,8231da93,reind_8231,0.904,-4.9926
46,top20%,7,9ab1ea3b,reind_9ab1,0.8987,-5.0
46,top20%,8,5c8683b2,reind_5c86,0.8974,-5.0
46,top20%,9,6215172a,reind_6215,0.8496,-5.0
46,top20%,10,9cd9b29f,reind_9cd9,0.8481,-4.9923
46,top50%,1,a5faab0b,reind_a5fa,1.0,-5.0
46,top50%,2,9b6a2466,policy_0_9b6a,0.9996,-4.9931
46,top50%,3,366289ca,reind_3662,0.9994,-4.9929
46,top50%,4,c6739e51,reind_c673,0.9883,-5.0
46,top50%,5,a0fcabaf,reind_a0fc,0.9115,-5.0
46,top50%,6,8231da93,reind_8231,0.904,-4.9926
46,top50%,7,9ab1ea3b,reind_9ab1,0.8987,-5.0
46,top50%,8,5c8683b2,reind_5c86,0.8974,-5.0
46,top50%,9,6215172a,reind_6215,0.8496,-5.0
46,top50%,10,9cd9b29f,reind_9cd9,0.8481,-4.9923
46,top60%,1,a5faab0b,reind_a5fa,1.0,-5.0
46,top60%,2,9b6a2466,policy_0_9b6a,0.9996,-4.9931
46,top60%,3,366289ca,reind_3662,0.9994,-4.9929
46,top60%,4,c6739e51,reind_c673,0.9883,-5.0
46,top60%,5,a0fcabaf,reind_a0fc,0.9115,-5.0
46,top60%,6,8231da93,reind_8231,0.904,-4.9926
46,top60%,7,9ab1ea3b,reind_9ab1,0.8987,-5.0
46,top60%,8,5c8683b2,reind_5c86,0.8974,-5.0
46,top60%,9,6215172a,reind_6215,0.8496,-5.0
46,top60%,10,9cd9b29f,reind_9cd9,0.8481,-4.9923
48,top10%,1,a0fcabaf,reind_a0fc,0.9867,-5.0
48,top10%,2,5c8683b2,reind_5c86,0.8622,-5.0
48,top10%,3,9cd9b29f,reind_9cd9,0.8499,-4.9923
48,top10%,4,366289ca,reind_3662,0.849,-4.9929
48,top10%,5,6215172a,reind_6215,0.8443,-5.0
48,top10%,6,c6739e51,reind_c673,0.8436,-5.0
48,top10%,7,8231da93,reind_8231,0.8335,-4.9926
48,top10%,8,9ab1ea3b,reind_9ab1,0.8312,-5.0
48,top20%,1,a0fcabaf,reind_a0fc,0.9867,-5.0
48,top20%,2,5c8683b2,reind_5c86,0.8622,-5.0
48,top20%,3,9cd9b29f,reind_9cd9,0.8499,-4.9923
48,top20%,4,366289ca,reind_3662,0.849,-4.9929
48,top20%,5,6215172a,reind_6215,0.8443,-5.0
48,top20%,6,c6739e51,reind_c673,0.8436,-5.0
48,top20%,7,8231da93,reind_8231,0.8335,-4.9926
48,top20%,8,9ab1ea3b,reind_9ab1,0.8312,-5.0
48,top20%,9,9b6a2466,policy_0_9b6a,0.8217,-4.9931
48,top20%,10,a5faab0b,reind_a5fa,0.8143,-5.0
48,top50%,1,a0fcabaf,reind_a0fc,0.9867,-5.0
48,top50%,2,5c8683b2,reind_5c86,0.8622,-5.0
48,top50%,3,9cd9b29f,reind_9cd9,0.8499,-4.9923
48,top50%,4,366289ca,reind_3662,0.849,-4.9929
48,top50%,5,6215172a,reind_6215,0.8443,-5.0
48,top50%,6,c6739e51,reind_c673,0.8436,-5.0
48,top50%,7,8231da93,reind_8231,0.8335,-4.9926
48,top50%,8,9ab1ea3b,reind_9ab1,0.8312,-5.0
48,top50%,9,9b6a2466,policy_0_9b6a,0.8217,-4.9931
48,top50%,10,a5faab0b,reind_a5fa,0.8143,-5.0
48,top60%,1,a0fcabaf,reind_a0fc,0.9867,-5.0
48,top60%,2,5c8683b2,reind_5c86,0.8622,-5.0
48,top60%,3,9cd9b29f,reind_9cd9,0.8499,-4.9923
48,top60%,4,366289ca,reind_3662,0.849,-4.9929
48,top60%,5,6215172a,reind_6215,0.8443,-5.0
48,top60%,6,c6739e51,reind_c673,0.8436,-5.0
48,top60%,7,8231da93,reind_8231,0.8335,-4.9926
48,top60%,8,9ab1ea3b,reind_9ab1,0.8312,-5.0
48,top60%,9,9b6a2466,policy_0_9b6a,0.8217,-4.9931
48,top60%,10,a5faab0b,reind_a5fa,0.8143,-5.0
49,top10%,1,5c8683b2,reind_5c86,0.8796,-5.0
49,top10%,2,366289ca,reind_3662,0.85,-4.9929
49,top10%,3,9cd9b29f,reind_9cd9,0.8498,-4.9923
49,top10%,4,6215172a,reind_6215,0.8476,-5.0
49,top10%,5,c6739e51,reind_c673,0.8451,-5.0
49,top10%,6,a0fcabaf,reind_a0fc,0.8343,-5.0
49,top10%,7,8231da93,reind_8231,0.8309,-4.9926
49,top10%,8,9ab1ea3b,reind_9ab1,0.8283,-5.0
49,top20%,1,5c8683b2,reind_5c86,0.8796,-5.0
49,top20%,2,366289ca,reind_3662,0.85,-4.9929
49,top20%,3,9cd9b29f,reind_9cd9,0.8498,-4.9923
49,top20%,4,6215172a,reind_6215,0.8476,-5.0
49,top20%,5,c6739e51,reind_c673,0.8451,-5.0
49,top20%,6,a0fcabaf,reind_a0fc,0.8343,-5.0
49,top20%,7,8231da93,reind_8231,0.8309,-4.9926
49,top20%,8,9ab1ea3b,reind_9ab1,0.8283,-5.0
49,top20%,9,9b6a2466,policy_0_9b6a,0.8249,-4.9931
49,top20%,10,a5faab0b,reind_a5fa,0.8179,-5.0
49,top50%,1,5c8683b2,reind_5c86,0.8796,-5.0
49,top50%,2,366289ca,reind_3662,0.85,-4.9929
49,top50%,3,9cd9b29f,reind_9cd9,0.8498,-4.9923
49,top50%,4,6215172a,reind_6215,0.8476,-5.0
49,top50%,5,c6739e51,reind_c673,0.8451,-5.0
49,top50%,6,a0fcabaf,reind_a0fc,0.8343,-5.0
49,top50%,7,8231da93,reind_8231,0.8309,-4.9926
49,top50%,8,9ab1ea3b,reind_9ab1,0.8283,-5.0
49,top50%,9,9b6a2466,policy_0_9b6a,0.8249,-4.9931
49,top50%,10,a5faab0b,reind_a5fa,0.8179,-5.0
49,top60%,1,5c8683b2,reind_5c86,0.8796,-5.0
49,top60%,2,366289ca,reind_3662,0.85,-4.9929
49,top60%,3,9cd9b29f,reind_9cd9,0.8498,-4.9923
49,top60%,4,6215172a,reind_6215,0.8476,-5.0
49,top60%,5,c6739e51,reind_c673,0.8451,-5.0
49,top60%,6,a0fcabaf,reind_a0fc,0.8343,-5.0
49,top60%,7,8231da93,reind_8231,0.8309,-4.9926
49,top60%,8,9ab1ea3b,reind_9ab1,0.8283,-5.0
49,top60%,9,9b6a2466,policy_0_9b6a,0.8249,-4.9931
49,top60%,10,a5faab0b,reind_a5fa,0.8179,-5.0
50,top10%,1,5c8683b2,reind_5c86,0.8756,-5.0
50,top10%,2,9cd9b29f,reind_9cd9,0.8499,-4.9923
50,top10%,3,366289ca,reind_3662,0.8499,-4.9929
50,top10%,4,6215172a,reind_6215,0.847,-5.0
50,top10%,5,c6739e51,reind_c673,0.8449,-5.0
50,top10%,6,a0fcabaf,reind_a0fc,0.8346,-5.0
50,top10%,7,8231da93,reind_8231,0.8312,-4.9926
50,top10%,8,9ab1ea3b,reind_9ab1,0.8287,-5.0
50,top20%,1,5c8683b2,reind_5c86,0.8756,-5.0
50,top20%,2,9cd9b29f,reind_9cd9,0.8499,-4.9923
50,top20%,3,366289ca,reind_3662,0.8499,-4.9929
50,top20%,4,6215172a,reind_6215,0.847,-5.0
50,top20%,5,c6739e51,reind_c673,0.8449,-5.0
50,top20%,6,a0fcabaf,reind_a0fc,0.8346,-5.0
50,top20%,7,8231da93,reind_8231,0.8312,-4.9926
50,top20%,8,9ab1ea3b,reind_9ab1,0.8287,-5.0
50,top20%,9,a5faab0b,reind_a5fa,0.8175,-5.0
50,top20%,10,05eed594,reind_fallback,0.7885,-5.0
50,top50%,1,5c8683b2,reind_5c86,0.8756,-5.0
50,top50%,2,9cd9b29f,reind_9cd9,0.8499,-4.9923
50,top50%,3,366289ca,reind_3662,0.8499,-4.9929
50,top50%,4,6215172a,reind_6215,0.847,-5.0
50,top50%,5,c6739e51,reind_c673,0.8449,-5.0
50,top50%,6,a0fcabaf,reind_a0fc,0.8346,-5.0
50,top50%,7,8231da93,reind_8231,0.8312,-4.9926
50,top50%,8,9ab1ea3b,reind_9ab1,0.8287,-5.0
50,top50%,9,a5faab0b,reind_a5fa,0.8175,-5.0
50,top50%,10,05eed594,reind_fallback,0.7885,-5.0
50,top60%,1,5c8683b2,reind_5c86,0.8756,-5.0
50,top60%,2,9cd9b29f,reind_9cd9,0.8499,-4.9923
50,top60%,3,366289ca,reind_3662,0.8499,-4.9929
50,top60%,4,6215172a,reind_6215,0.847,-5.0
50,top60%,5,c6739e51,reind_c673,0.8449,-5.0
50,top60%,6,a0fcabaf,reind_a0fc,0.8346,-5.0
50,top60%,7,8231da93,reind_8231,0.8312,-4.9926
50,top60%,8,9ab1ea3b,reind_9ab1,0.8287,-5.0
50,top60%,9,a5faab0b,reind_a5fa,0.8175,-5.0
50,top60%,10,05eed594,reind_fallback,0.7885,-5.0
